"Sygnatura czasowa","Płeć","Wiek","Wykształcenie","W jakiej branży pracujesz?","Jakie stanowisko zajmujesz?","Gdzie mieszkasz?","Czy mieszkasz w Polsce, czy za granicą?","Jak korzystasz z „Więzi”? ","Czy jesteś Prenumeratorką/Prenumeratorem „Więzi”?","Co by Cię zachęciło do prenumeraty? ","Z jakiego rodzaju prenumeraty korzystasz?","Jeśli prenumerujesz „Więź”, szczególnie wspierasz naszą działalność. Co Cię do tego skłania?","Od jak dawna sięgasz po kwartalnik „Więź”?","Jak często odwiedzasz Więź.pl?","Należysz do grona Patronów i Darczyńców „Więzi”? Jeśli tak, napisz w kilku słowach, dlaczego wspierasz naszą działalność.","Skąd dowiedziałaś/dowiedziałeś się o „Więzi” – piśmie lub portalu?","Sięgasz po nasz kwartalnik lub czytasz nasz portal, bo „Więź”… (wybierz 1-3 odpowiedzi)","Co najchętniej czytasz w kwartalniku „Więź” (wybierz 1-3 odpowiedzi)?","Czego nie czytasz w kwartalniku „Więź” (wybierz 1-3 odpowiedzi)?","Czy czytasz treści dostępne tylko na Więź.pl (niepochodzące z kwartalnika)?","Dlaczego? ","Jaką kategorię treści najczęściej czytasz na Więź.pl?","Które z tematów obecnych na Więź.pl są dla Ciebie samej/samego najważniejsze (wybierz 1-5 odpowiedzi)?","Jakiego rodzaju tekstów (gatunki dziennikarskie) chcesz czytać więcej na Więź.pl (wybierz 1-3 odpowiedzi)? ","Na jakie tematy według Ciebie piszemy na Więź.pl za mało (wybierz 1-3 odpowiedzi)?","Jakich treści brakuje Ci na Więź.pl? ","W których mediach społecznościowych obserwujesz „Więź”?","Na których platformach Twoim zdaniem brakuje „Więzi""?","Zaznacz w skali od 1 do 10, gdzie 0 oznacza decydowanie nie, a 10 zdecydowanie tak.","Czy słuchasz regularnie podcastów?","Jakich podcastów słuchasz regularnie?","Czy subskrybujesz kanały na YouTube?","Jeśli tak, jakie to kanały?","Jakie są Twoje ulubione profile, które obserwujesz na Facebooku?","Jeśli masz jakieś sugestie lub uwagi, to prosimy podziel się nimi tutaj."
"2021/12/11 12:46:27 PM CET","Mężczyzna","Do 25","Średnie","Media","Praktykant/ka/stażysta/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale wspieram „Więź” poprzez darowizny","","","","","","","Od bliskich/przyjaciół","Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Kulturalny temat numeru;Dział Historia;Recenzje książek","Kulturalny temat numeru","Nie","","Kultura","Antysemityzm;Dialog;Kultura;Książka;LGBT;Pedofilia w Kościele;Żydzi","Publicystyka społeczno-polityczna;Wywiad","Gospodarka;Literatura;Technologie","","Facebook;YouTube","","9","Nie","","Tak","","",""
"2021/12/11 12:47:48 PM CET","Kobieta","51-65","Wyższe","emerytka","Specjalista/ka","Miasto do 50 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","","","","","","","Zaciekawiła mnie okładka/treść w punkcie sprzedaży","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Dział „Czytanie świata”;Dział „Z drugiej strony Bugu”;Dział Historia;Dział „Otwarta ortodoksja”;Dział „Dzieci Abrahama”;Dział „Dziedziniec dialogu”;Dyskusje redakcyjne;Felieton Michała Zioły;Recenzje książek;Edytorial","roznie","Nie","nie wiem","Wiara","Aborcja;LGBT;Literatura;Papież Franciszek;Wiara","Publicystyka religijna;Publicystyka społeczno-polityczna;Wywiad","Filozofia;Teologia","filozofii; jest potrzebna poniewaz swiat staje sie plytki, powierzchowny","Facebook","nie wiem","10","Nie","regularnie - zadnych","Nie","zadne","Grzegorz Kramer",""
"2021/12/11 12:51:42 PM CET","Kobieta","26-35","Wyższe","Edukacja","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru","To zależy od tematów. Nie ma reguły. ","Tak","","Wiara","Biskupi;Kryzys Kościoła;LGBT;Migracje, uchodźcy;Papież Franciszek;Pandemia COVID-19;Pedofilia w Kościele","Publicystyka religijna;Reportaż;Wywiad","Etyka","","Facebook","","10","Tak","Tez odchodzę; Słuchać, zeby usłyszeć; ","Tak","Langusta na palmie, Prawie morały, Sowinsky, Marcin Zieliński plus sporo muzycznych","Jak wyżej",""
"2021/12/11 12:53:19 PM CET","Kobieta","36-50","Wyższe","Jeszcze się uczę/studiuję","Właściciel/ka","Miasto powyżej 500 tys.","Za granicą","Czytam papierowe wydanie kwartalnika;Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","Więcej treści na wysokim poziomie na temat Kosciola Katolickiego, jego historii, teologii, różnych formach duchowości. ","","","","","","Od bliskich/przyjaciół","Bo od czasu do czasu pojawiają się teksty, które mnie ciekawią","Religijny temat numeru","Felieton Jakuba Wygnańskiego;Felieton Jerzego Sosnowskiego","Tak","","Wiara","Jan Paweł II;Kultura","Publicystka historyczna;Publicystyka religijna;Wiadomości z Kościoła;Wywiad","Duchowość;Kościół;Teologia;Wiara","","Facebook","","4","Nie","","Tak","","",""
"2021/12/11 12:55:11 PM CET","Mężczyzna","36-50","Wyższe","Edukacja","Menadżer/ka/kierownik/czka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu;Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","Spotkania promujące nowe numery w większych miastach - robienie z tych premier prawdziwych wydarzeń.","","","","","","znam ""od zawsze"", trudno powiedzieć","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Społeczny temat numeru;Religijny temat numeru;Kulturalny temat numeru;Dział „Otwarta ortodoksja”;Dział „Dziedziniec dialogu”;Dyskusje redakcyjne;Recenzje książek",".","Tak","(hmm, ta ankieta jest dosyć dziwnie skonstruowana)..","Społeczeństwo","Dialog;Kultura;Literatura;Migracje, uchodźcy;Wiara","Publicystyka religijna;Publicystyka społeczno-polityczna;Publicystyka kulturalna","","Słaby jest pas transmisyjny np. pomiędzy ciekawymi tekstami naukowymi, które się ukazują z obszaru życia społecznego, kulturalnego czy np. socjologii religii. ""Więź"" mogłaby z tego zasobu korzystać, popularyzując naukowe badania i prowadząc z ich inspiracji debaty. ","Facebook","","8","Nie","","Tak","np. kazania ks. Halika z Pragi, Archidiecezję Łódzką","","Więcej interaktywności, spotkań także w realu - i mocno zachęcam do śledzenia tego, co ciekawego w polskich naukach społecznych czy humanistycznych się dzieje! Tego zasobu nikt nie wykorzystuje, media zwykle w stadnym odruchu korzystają z ""modnych tematów"". To wielka szansa dla WIEZI, z korzyścią dla czytelników! Pozdrowienia dla całej redakcji. Momentami mnie ta ankieta irytowała (błędy!), ale dobrze, że pytacie Państwo o zdanie:)"
"2021/12/11 1:01:57 PM CET","Kobieta","36-50","Wyższe","Kultura i sztuka","Starszy/a specjalista/ka","Miasto od 50 tys. do 150 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale wspieram „Więź” poprzez Patronite","Korzystam z biblioteki","","","","","Bardzo mi zależy żeby Więź nie przestała funkcjonować, ponieważ jest jednym z najlepszych merytorycznie pism o tym profilu. Wiem, że czytając Więź mogę być pewna rztelelnych informacji na wysokim poziomie. Nie muszę filtrować miliona informacji w internecie żeby ""wyłowić"" z nich te prawdziwe i obiektywne. To bardzo ułatwia mi poszukiwanie wiadomości i buduje moją świadomość w przestrzeni religijno-społecznej.","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;To „moje pismo” / „mój portal”","Społeczny temat numeru;Religijny temat numeru;Dział „Otwarta ortodoksja”;Dział „Dziedziniec dialogu”","Czytam od deski do deski","Nie","Wolę kontakt z tradycyjną formą, namacalną😉","Wiara","Dialog;Ewangelia;Kryzys Kościoła;Książka;Literatura;Wiara","Publicystyka religijna;Wiadomości z Kościoła;Reportaż","Duchowość;Inne religie;Teologia","Historia kościoła, apokryfy, duchowość","Facebook","Na żadnych","10","Tak","Nocne światła","Tak","Dominikanie, Lirykald, Nocne światła, MaskacjuszTV, Selfmastery.pl, Zielone pogotowie, Interameryka, Magazyn dobre książki, Tomasz Miler, ","Winprośl naszą pasją, Drewno moje hobby, Nie jestem statystycznym Polakiem lubię czytać książki, Działkowcy, Klika dzika, Filmweb, Szybkie i proste przepisy, ","Brakuje mi w Więzi tematów o codzienności kościołów katolickich w innych krajach, jakie są róznice między Polską, np. jak wygląda liturgia, posługa itp. Mimo, że ryt ten sam, to jednak na filmach widac że troszkę sie różnimy. Brakuje mi tematów o innych religiach, oraz innych chrześcijańskich. Dziękuję za to, że pytacie!"
"2021/12/11 1:03:28 PM CET","Mężczyzna","36-50","Wyższe","Produkcja","Menadżer/ka/kierownik/czka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam cyfrowe wydanie kwartalnika na Więź.pl (mam wykupiony dostęp)","Tak i wspieram „Więź” poprzez Patronite","Nie trzeba mnie zachęcać ","Rocznej prenumeraty druk + cyfra","Intelektualne treści, które są ważne i na tyle cenne, że trzeba je wspierać finansowo również. ","Od około 2 lat","Kilka razy w miesiącu","Zdaję sobie sprawę z realiów i tego, że takie inicjatywy trzeba wspierać i chronić ","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Dział „Otwarta ortodoksja”;Felieton Michała Zioły","Czytam od deski do deski","Tak","Często dotyczą na tyle bieżących spraw ze wiem ze się w cyklu wydawniczym nie zmieszczą ","Społeczeństwo","Kryzys Kościoła;LGBT;Sztuka","Publicystyka religijna;Publicystyka społeczno-polityczna;Wiadomości kulturalne;Wiadomości z Kościoła","Duchowość;Technologie;Teologia","","Facebook;Twitter","","10","Tak","","Tak","","",""
"2021/12/11 1:24:10 PM CET","Mężczyzna","36-50","Wyższe","Edukacja","Specjalista/ka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","podwyżka w pracy","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;To „moje pismo” / „mój portal”;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Dział Historia;Dyskusje redakcyjne","Czytam od deski do deski","Tak","","Historia","Antysemityzm;Historia;Kultura;Literatura;Migracje, uchodźcy;Żydzi","Publicystka historyczna;Publicystyka kulturalna;Wiadomości kulturalne","Edukacja;Kultura;Społeczeństwo","","Facebook","","10","Nie","","Tak","Duszpasterstwo Środowisk Twórczych","dziennikarze, ludzie kultury","Proszę dalej robić swoje. ""Więź"" jest bezkonkurencyjna!"
"2021/12/11 1:35:46 PM CET","Mężczyzna","36-50","Wyższe","Medycyna","Specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie","Czas na czytanie, nie tylko przeglądanie na Facebooku","","","","","","Już nie pamiętam, ale nie było jeszcze internetu","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Religijny temat numeru;Dział „Dziedziniec dialogu”","Dział „Z drugiej strony Bugu”;Dział Historia;Recenzje książek;W galerii „Więzi”","Tak","","Społeczeństwo","Dialog;Kryzys Kościoła;Migracje, uchodźcy;Papież Franciszek;Unia Europejska","Publicystyka zagraniczna;Wiadomości ze świata","Etyka","","Facebook","","9","Nie","","Nie","","","Tak trzymać, trzymacie więcej ludzi w KK niż Wam się wydaje. "
"2021/12/11 1:38:14 PM CET","Mężczyzna","26-35","Średnie","Jeszcze się uczę/studiuję","Praktykant/ka/stażysta/ka","Miasto powyżej 500 tys.","W Polsce","Czytam tylko artykuły dostępne na Więź.pl bez wykupionego dostępu","Nie","","","","","","","Od bliskich/przyjaciół","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Kulturalny temat numeru","Czytam od deski do deski","Tak","","Społeczeństwo","Demokracja;Dialog;Ewangelia;Kultura;Migracje, uchodźcy;Wiara","Publicystyka społeczno-polityczna;Publicystyka kulturalna;Wiadomości z Kościoła","","","Facebook","","9","Nie","","Nie","","",""
"2021/12/11 1:43:30 PM CET","Kobieta","36-50","Wyższe","Prawo","Starszy/a specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale wspieram „Więź” poprzez Patronite","Nie wiem","","","","","Uważam głos Więzi za bardzo wyważony i cenny w debacie publicznej. Bliska jest mi też wizja chrześcijaństwa i katolicyzmu prezentowana na łamach czasopisma.","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;Prezentuje bliską mi wizję świata i nauki chrześcijańskiej ","Społeczny temat numeru;Religijny temat numeru","Dział „Z drugiej strony Bugu”","Tak","Korzystam z różnych prenumerat i wspieram Więź finansowo i nie chce i wędrować już więcej w lekturę czasopism.","Społeczeństwo","Biskupi;Dialog;Kryzys Kościoła;Migracje, uchodźcy;Papież Franciszek;Wiara","Publicystyka zagraniczna;Wiadomości ze świata;Reportaż;Wywiad","Inne religie;Migracje i kryzys na granicy","Nie jest tak, że brakuje mi określonych treści, natomiast bardzo zirytowali mnie Państwo, publikując odcinek reportażu Pauliny Guzik bez komentarza dominikanów. Argument, że miałby to być „głos skrzywdzonych” zupełnie mnie nie przekonuje. Od tekstu dziennikarskiego oczekuję (zarówno ja, jak i prawo prasowe) zbadania wszelkich dostępnych źródeł. Zakładam przy tym dobrą wolę dziennikarza (szczególnie współpracującego z Więzią) i mam z zasady bazowe zaufanie, że stara się on w sposób pełny przedstawić temat. Tymczasem okazało się, że tekst, który czytam, pisany jest wyłącznie i z założenia w oparciu o częściowe informacje. Poczułam się w tej sytuacji zmanipulowana, a to bardzo przykre i rozczarowujące ze strony takiego pisma jak Więź. Późniejsze wyjaśnienia i publikacja w kolejnych dniach stanowiska dominikanów niestety nie zatarła tego wrażenia. W świecie, w których krąży masa fake newsów i nieobiektywnych informacji naprawdę trzeba dbać o rzetelność prasy. Nie wyłączając oczywiście troski o skrzywdzonych, ale temu mogą służyć inne środki niż jednostronne teksty. Co nie oznacza bynajmniej, że nie cenie pióra Pauliny Guzik - wręcz przeciwnie, jej serię reportaży uważam za bardzo cenną.","Facebook","","10","Tak","","Nie","","","Napisałam już wcześniej, ale chyba w niewłaściwej kolumnie, więc wkleję tekst i tutaj: Nie jest tak, że brakuje mi określonych treści, natomiast bardzo zirytowali mnie Państwo, publikując odcinek reportażu Pauliny Guzik bez komentarza dominikanów. Argument, że miałby to być „głos skrzywdzonych” zupełnie mnie nie przekonuje. Od tekstu dziennikarskiego oczekuję (zarówno ja, jak i prawo prasowe) zbadania wszelkich dostępnych źródeł. Zakładam przy tym dobrą wolę dziennikarza (szczególnie współpracującego z Więzią) i mam z zasady bazowe zaufanie, że stara się on w sposób pełny przedstawić temat. Tymczasem okazało się, że tekst, który czytam, pisany jest wyłącznie i z założenia w oparciu o częściowe informacje. Poczułam się w tej sytuacji zmanipulowana, a to bardzo przykre i rozczarowujące ze strony takiego pisma jak Więź. Późniejsze wyjaśnienia i publikacja w kolejnych dniach stanowiska dominikanów niestety nie zatarła tego wrażenia. W świecie, w których krąży masa fake newsów i nieobiektywnych informacji naprawdę trzeba dbać o rzetelność prasy. Nie wyłączając oczywiście troski o skrzywdzonych, ale temu mogą służyć inne środki niż jednostronne teksty. Co nie oznacza bynajmniej, że nie cenie pióra Pauliny Guzik - wręcz przeciwnie, jej serię reportaży uważam za bardzo cenną. "
"2021/12/11 1:43:35 PM CET","Kobieta","26-35","Wyższe","Kultura i sztuka","Specjalista/ka","Miasto powyżej 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale regularnie kupuje „Więź”","Gadżety z logo ""Więzi"", kalendarz lub planer z najlepszymi cytatami i fotografiami","","","","","","znam od dawna z powodu renomy i znaczenia historycznego","Jest wiarygodna i rzetelna;Publikuje pogłębione i przystępne teksty;Pomaga mi wytrwać w Kościele","Społeczny temat numeru;Kulturalny temat numeru;Dział Historia","Czytam to, co mnie akurat zaciekawi, poza wymienionymi wyżej kategoriami","Tak","Są bardziej aktualne niż kwartalnik","Wydarzenia","Aborcja;Biskupi;Kryzys Kościoła;LGBT;Pedofilia w Kościele;Poezja","Publicystka historyczna;Publicystyka społeczno-polityczna;Wiadomości ze świata","Etyka;Technologie;Ekologia","seksualność kobiety w świetle nauk Kościoła","Facebook","nie wiem, obserwuję tylko konto na Facebooku","9","Nie","nie słucham, nie lubię słuchać podcastów, chociaż ostatnio myślę, jakby się do nich przekonać","Nie","-","""Pismo"", ""Dwutygodnik"", społeczno-kulturalne profile","Nie zamawiam ostatnio prenumeraty, bo niestety nie mam czasu czytać go od deski do deski, ale Państwa obecność na Facebooku sprawia mi przyjemność. Jedyny problem jest taki, że artykuły promowane na FB regularnie się powtarzają, może od czasu do czasu coś nowego :)"
"2021/12/11 1:47:55 PM CET","Mężczyzna","Do 25","Średnie","Biznes","Praktykant/ka/stażysta/ka","Miasto do 50 tys.","W Polsce","Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Nie, ale wspieram „Więź” poprzez darowizny","","","","","","","Z mediów społecznościowych (Facebook, Twitter, Instagram)","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty;To „moje pismo” / „mój portal”","Społeczny temat numeru;Religijny temat numeru;Dyskusje redakcyjne","Kulturalny temat numeru","Tak","Nie wykupiłem jeszcze elektronicznej prenumeraty. Mam taki zamiar","Wiara","Demokracja;Dialog;Ewangelia;Papież Franciszek;Wiara","Publicystyka zagraniczna;Wiadomości z Kościoła;Wiadomości ze świata","Życie Kościoła poza Polską (decyzje jakie tam zapadają, zwyczaje itp.)","Życie Kościoła poza Polską (decyzje jakie tam zapadają, zwyczaje religijne itp.)","Facebook;Spotify","Brakuje większej ilości treści na YouTubie i Spotify","10","Tak","O tematyce społecznej/religijnej/politycznej","Tak","O tematyce społecznej/religijnej/politycznej oraz kanały rozrywkowe (opowiadające o rzeczywistości w sposób zdystansowany)","O tematyce społecznej/religijnej/politycznej oraz kanały rozrywkowe (opowiadające o rzeczywistości w sposób zdystansowany)",""
"2021/12/11 1:53:03 PM CET","Mężczyzna","26-35","Wyższe","prawo (doktorant)","Młodszy/a specjalista/ka","Miasto od 150 tys. do 500 tys.","W Polsce","Czytam papierowe wydanie kwartalnika;Czytam kwartalnik w wersji na czytniki (plik PDF, epub lub mobi);Czytam artykuły na Więź.pl dostępne bez wykupionego dostępu","Tak","Pomysł z książką z wyborem 20 tekstów Pana Redaktora Nosowskiego wydaje mi się dobry (mnie zachęca do zostania patronem). Ale ogólnie najlepszą zachętą jest kontynuowanie i pogłębianie linii „Więzi” – otwartości na innych i na dialog, wyjaśniania i niuansowania skomplikowanych zagadnień, umacniania osób, którym Kościół i chrześcijaństwo są bliskie, a chcą być wobec niego uczciwie krytyczne – że nie są same. Wiem, to nie jest liczna grupa, pewnie wielu z nas nie zdecyduje się na prenumeratę czy Patronite, ale może – jeśli uda się jakoś wychwycić takie osoby (np. przez ankietę albo zakupy w księgarni), można do nich indywidualnie napisać i zaproponować prenumeratę? To dodatkowa praca – ale i większa więź z czytelnikami, być może warto, choćby wyrywkowo?.","Rocznej prenumeraty sponsorskiej druk + cyfra","Poczucie, że to jedno z najbliższych mi (ideowo, ale i co do stylu działania) miejsc w polskiej sferze publicznej – z jednej strony chcę mieć z nim więc bliższy kontakt, bo cenię sobie jego wpływ na mnie; z drugiej chcę je wspierać, żeby się rozwijało.","Od 2-3 lat","Kilka razy w tygodniu","Na razie wykupiłem tylko prenumeratę sponsorską, ale myślę, że wkrótce zostanę i patronem.","Pojedyncze numery widywałem w domu Dziadków, ale wtedy się nimi nie interesowałem; bliżej chyba pod wpływem rozmów z nauczycielami w mojej szkole (Gimnazjum i LO SS. Prezentek w Rzeszowie), szczególnie ze wspaniałym wuefistą o zacięciu filozoficzno-teologicznym; to było już kilkanaście lat temu, przez ten czas sięgałem po „Więź” z rzadka, na portal trafiałem częściej, aż w ostatnich latach uświadomiłem sobie, że ze wszystkich tytułów, z którymi sympatyzuję lub po które lubię sięgać, „Więź” jest mi najbliższa..","Jest wiarygodna i rzetelna;Opisuje świat z perspektywy chrześcijańskiej;Publikuje pogłębione i przystępne teksty","Religijny temat numeru;Dział „Otwarta ortodoksja”;Dyskusje redakcyjne","Felieton Jakuba Wygnańskiego;Felieton Michała Zioły;Felieton „Ksiądz z kobietą w kinie”","Tak","Bardzo trudne jest pytanie o to, czego nie czytam w „Więzi” – niestety nie udaje mi się raczej czytać „od deski do deski”, ale zainteresowanie zmienia się u mnie z numeru na numer i tematu na temat","Wiara","Biskupi;Dialog;Historia;Pedofilia w Kościele;Wiara","Publicystka historyczna;Publicystyka religijna;Publicystyka społeczno-polityczna","","","Facebook;YouTube","Słucham podcastów (używam PocketCasts) i bardzo lubię tę formę, ale zdaję sobie sprawę, że jest ona ogromnie wymagająca w profesjonalnym przygotowaniu (zwłaszcza jeśli odcinki miałyby być udostępniane raz w tygodniu, co chyba jest pewnym standardem w tej sferze) – „Więź” nie powinna, moim zdaniem, być tam obecna za wszelką cenę, w każdym razie nie za cenę jakości. Dlatego być może – jeśli zdecydują się Państwo rozwijać podcasty – można iść tym samym tropem, co kilka miesięcy temu, nagrywając po prostu czytaną na głos wersję wybranych tekstów? Jeśli zaangażować w to np. felietonistów i recenzentów książek (może też niektórych autorów tekstów publikowanych tylko na portalu, np. artykułów historycznych; a może ktoś odczytywałby publikowane na stronie fragmenty z książek Wydawnictwa?), to mogłyby powstawać nie za długie odcinki, jeśli dodać do tego od czasu do czasu jakiś odcinek specjalnie na te potrzeby nagrany (np. wywiad z kimś z autorów wokół tekstu, może z kimś z autorów polemik spoza środowiska „Więzi”? albo po prostu bieżącą rozmowę na bieżący temat, jak to robi na YouTube’ie „Christianitas”), być może udałoby się osiągnąć rytm tygodniowy? Ew. można wrzucać nagrania dźwiękowe z transmitowanych na Facebooku spotkań (tak robi np. „Teologia Polityczna”). No i równolegle zamieszczać niektóre odcinki na YouTube’ie (tak robi np. „Kultura Liberalna”). Aha, jeśli zdecydują się Państwo na nagrania tekstów z portalu, to zachęcam, żeby od początku na stronie zamieszczać informację, że jest albo będzie możliwość posłuchania – ja wolę zwykle słuchać niż czytać (bo i tak mam do czytania dużo rzeczy, których nie mogę słuchać, bo nie są w tej formie dostępne), więc szkoda by mi było dowiedzieć się o nagraniu dopiero post factum, poświęciwszy nieraz niemało czasu na uważną lekturę na portalu (tak było z niektórymi odcinkami cyklu o ks. Dymerze). Ale to już grymaszenie, dzielę się tylko luźnymi myślami, ale to bardzo dużo pracy, nie wiem, czy warto, pewnie to nie jest najpilniejsza sprawa (choć ja bym był stałym słuchaczem).","10","Tak","„Raport o stanie świata”, „Dział zagraniczny”, „Radio naukowe”, „Deutschlandfunk - Der Tag”, „Servus Grüezi Hallo” (Zeit Online), „In Our Time” (BBC), „Inside Science” (BBC), mniej regularnie „Brzmienie świata z lotu Drozda”, „Podcast Powszechny”, „Kultura Liberalna”, „Skądinąd”, „Teologia Polityczna”, podcasty Klubu Jagiellońskiego, „Audycje Kulturalne” (NCK), „Znak na głos”, „Krytyka Polityczna”, „Granice nauki”, „Alles gesagt?” (Zeit Online), „NZZ”, „Słuchać, żeby usłyszeć”","Tak","Bardzo zróżnicowane, dużo z muzyką poważną i z nagraniami wykładów naukowych i debat publicystycznych, od czasu pandemii też np. Archidiecezji Łódzkiej (bynajmniej nie mojej) czy Duszpasterstwa Środowisk Twórczych w Gdańsku (choć też tam nie mieszkam). Jeśli redakcje, które wymieniłem w pytaniu o podcasty, prowadzą kanał na YT, to zapewne go subskrybuję. Państwa oczywiście też. Ale ostatnio mało korzystam z YT","Od ok. 2 lat praktycznie już nie śledzę Facebooka (a jeśli coś mam tam ulubionego, to chyba raczej grupy niż profile).","Mam poczucie, że przynajmniej część pytań wolałbym przemyśleć dłużej (np. o to, jakich tekstów i tematów jest u Państwa za mało), więc przepraszam, bo pewnie okażą się umiarkowanie pomocne. I w dwóch miejscach rozpisałem się o czymś, o co potem i tak były pytania, szczególnie w przypadku podcastów (więc może warto na pierwszej stronie zrobić „spis treści” z zapowiedzią, o jakie kwestie będą pytania na kolejnych stronach?). Aha, na jednej z pierwszych stron brakowało ogonka (było „e” zamiast „ę”), już nie pamiętam, gdzie – ale nie wiem, czy warto to teraz zmieniać, bo jak znam Google Forms, to odpowiedź przed zmianą i po niej potraktuje jako dwie różne odpowiedzi i w ten sposób utrudni podsumowanie ankiety. W każdym razie życzę, żeby ankieta okazała się owocna – i ogólnie żeby „Więź” się dobrze rozwijała, a Państwu żyło się zdrowo, mądrze i możliwie pogodnie. W razie pytań do mnie proszę pisać na k.grzegorczyk@uw.edu.pl (to tak na wszelki wypadek, nie dopraszam się w ten sposób o kontakt!). Pozdrawiam i dziękuję za Państwa pracę, z Bogiem!"
